t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,30.7276,88.9788,50.0,50.0,50.4874,47.9731
0.1,30.2715,89.1185,50.0,50.0,50.0992,48.7851
0.2,31.2658,87.623,50.0,50.0,49.7176,49.6002
0.3,32.1322,87.483,50.0,50.0,49.3435,50.4187
0.4,33.6277,86.5906,50.0,50.0,48.9776,51.241
0.5,33.6332,86.8164,50.0,50.0,48.6208,52.0672
0.6,34.0292,86.2352,50.0,50.0,48.2737,52.8977
0.7,34.5423,85.6477,50.0,50.0,47.9373,53.7324
0.8,35.2033,85.3504,50.0,50.0,47.6124,54.5717
0.9,35.9122,85.1237,50.0,50.0,47.2997,55.4156
1.0,36.6315,84.3903,50.0,50.0,47.0003,56.2644
1.1,37.2069,83.9002,50.0,50.0,46.7151,57.118
1.2,38.24,83.4343,50.0,50.0,46.4452,57.9766
1.3,38.5084,83.084,50.0,50.0,46.192,58.8402
1.4,39.409,81.5311,50.0,50.0,45.9568,59.7089
1.5,39.5134,81.6712,50.0,50.0,45.7411,60.5827
1.6,40.6566,80.8795,50.0,50.0,45.5469,61.4615
1.7,41.3711,80.392,50.0,50.0,45.3763,62.3452
1.8,41.7281,80.1623,50.0,50.0,45.2317,63.2335
1.9,42.3034,79.9775,50.0,50.0,45.1164,64.1261
2.0,42.6128,79.3413,50.0,50.0,45.0339,65.0223
2.1,43.643,78.5943,50.0,50.0,44.9888,65.9212
2.2,44.4616,78.0616,50.0,50.0,44.9868,66.8212
2.3,44.8304,78.3255,50.0,50.0,45.0352,67.7199
2.4,45.7803,77.2336,50.0,50.0,45.1435,68.6133
2.5,46.3983,77.3136,50.0,50.0,45.3241,69.495
2.6,47.1056,75.9287,50.0,50.0,45.5938,70.3536
2.7,47.62,75.7696,50.0,50.0,45.9747,71.1691
2.8,47.5085,75.0175,50.0,50.0,46.4938,71.9043
2.9,48.6435,74.6602,50.0,50.0,47.1756,72.4918
3.0,49.3005,74.1585,50.0,50.0,48.0112,72.8262
3.1,49.6363,73.6434,50.0,50.0,48.9111,72.8121
3.2,50.0902,72.6857,50.0,50.0,49.7447,72.4731
3.3,50.9251,72.1654,50.0,50.0,50.4615,71.9288
3.4,51.2306,71.706,50.0,50.0,51.0844,71.2791
3.5,51.5859,70.4497,50.0,50.0,51.6471,70.5768
3.6,52.4248,70.444,50.0,50.0,52.1721,69.8458
3.7,51.9092,69.7849,50.0,50.0,52.6702,69.0962
3.8,52.999,68.2226,50.0,50.0,53.1456,68.332
3.9,53.3267,68.6099,50.0,50.0,53.5991,67.5546
4.0,53.5496,66.8441,50.0,50.0,54.0299,66.7644
4.1,54.0238,66.3222,50.0,50.0,54.4368,65.9616
4.2,54.5439,66.0701,50.0,50.0,54.8185,65.1466
4.3,53.9266,65.8055,50.0,50.0,55.1734,64.3195
4.4,55.5525,65.077,50.0,50.0,55.4998,63.4808
4.5,55.3692,64.3424,50.0,50.0,55.7961,62.6309
4.6,55.2428,63.9655,50.0,50.0,56.0602,61.7706
4.7,55.9251,62.6049,50.0,50.0,56.2901,60.9004
4.8,56.2046,61.8709,50.0,50.0,56.4834,60.0214
4.9,56.898,60.6077,50.0,50.0,56.3289,60.9081
