t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,57.1136,7.186,50.0,50.0,6.0885,85.8677
0.1,57.1592,8.3112,50.0,50.0,6.58,85.1138
0.2,56.0479,8.7127,50.0,50.0,7.0719,84.3601
0.3,56.2594,9.6003,50.0,50.0,7.5637,83.6064
0.4,55.7075,9.7457,50.0,50.0,8.0553,82.8525
0.5,55.1428,10.6296,50.0,50.0,8.5464,82.0983
0.6,55.0297,10.8692,50.0,50.0,9.037,81.3438
0.7,54.3896,11.939,50.0,50.0,9.527,80.5889
0.8,54.0503,12.7478,50.0,50.0,10.0163,79.8335
0.9,53.458,12.8876,50.0,50.0,10.5048,79.0776
1.0,52.3532,13.9816,50.0,50.0,10.9925,78.3212
1.1,51.984,14.8541,50.0,50.0,11.4794,77.5643
1.2,51.8381,14.8334,50.0,50.0,11.9655,76.8068
1.3,51.3809,15.5744,50.0,50.0,12.4508,76.0489
1.4,51.239,16.334,50.0,50.0,12.9354,75.2905
1.5,50.0944,17.0908,50.0,50.0,13.4193,74.5317
1.6,49.8539,17.6402,50.0,50.0,13.9027,73.7725
1.7,49.3581,18.5996,50.0,50.0,14.3855,73.0129
1.8,48.8785,18.75,50.0,50.0,14.8678,72.2531
1.9,48.3735,19.6112,50.0,50.0,15.3499,71.4931
2.0,48.3621,19.9568,50.0,50.0,15.8317,70.7329
2.1,47.7992,20.9133,50.0,50.0,16.3135,69.9727
2.2,46.6301,21.5213,50.0,50.0,16.7953,69.2126
2.3,46.7594,22.2332,50.0,50.0,17.2774,68.4526
2.4,46.2853,22.4879,50.0,50.0,17.76,67.6929
2.5,45.5045,23.3766,50.0,50.0,18.2432,66.9337
2.6,45.6931,24.0337,50.0,50.0,18.7274,66.175
2.7,45.6217,24.9466,50.0,50.0,19.2127,65.417
2.8,44.7412,25.4488,50.0,50.0,19.6995,64.66
2.9,44.0851,26.3426,50.0,50.0,20.188,63.9042
3.0,43.5357,26.9508,50.0,50.0,20.6787,63.1497
3.1,43.6232,27.9204,50.0,50.0,21.172,62.3969
3.2,43.8142,28.6181,50.0,50.0,21.6682,61.6461
3.3,43.2342,29.2571,50.0,50.0,22.168,60.8976
3.4,42.9508,29.8408,50.0,50.0,22.6718,60.1518
3.5,42.8563,30.3557,50.0,50.0,23.1803,59.4092
3.6,42.486,30.57,50.0,50.0,23.6942,58.6704
3.7,42.4498,32.1831,50.0,50.0,24.2143,57.9359
3.8,41.8115,33.1139,50.0,50.0,24.7415,57.2065
3.9,41.5188,33.3485,50.0,50.0,25.2768,56.483
4.0,40.647,34.4725,50.0,50.0,25.8214,55.7665
4.1,40.9954,35.534,50.0,50.0,26.3766,55.0581
4.2,41.117,35.922,50.0,50.0,26.9439,54.3594
4.3,41.0763,37.5518,50.0,50.0,27.5249,53.6721
4.4,41.2638,37.766,50.0,50.0,28.1216,52.9983
4.5,41.4187,38.865,50.0,50.0,28.7361,52.3407
4.6,40.9854,39.6481,50.0,50.0,29.3707,51.7026
4.7,40.4213,40.641,50.0,50.0,30.0282,51.088
4.8,40.7949,41.1317,50.0,50.0,30.7113,50.502
4.9,40.6007,41.2998,50.0,50.0,31.4229,49.951
