t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,89.8892,46.6458,50.0,50.0,72.7723,12.4406
0.1,89.5036,46.5673,50.0,50.0,73.1528,13.2562
0.2,88.8415,45.7821,50.0,50.0,73.5201,14.0778
0.3,87.8213,46.1009,50.0,50.0,73.8755,14.9047
0.4,87.528,45.7243,50.0,50.0,74.2198,15.7362
0.5,86.5977,45.5594,50.0,50.0,74.5514,16.5729
0.6,86.1554,44.5252,50.0,50.0,74.8667,17.4159
0.7,84.935,44.5768,50.0,50.0,75.161,18.2664
0.8,83.9113,44.5499,50.0,50.0,75.4312,19.1249
0.9,83.4184,44.4716,50.0,50.0,75.6757,19.991
1.0,82.1834,44.5335,50.0,50.0,75.8949,20.8639
1.1,82.0292,45.619,50.0,50.0,76.0891,21.7427
1.2,82.4144,45.7632,50.0,50.0,76.2569,22.6269
1.3,81.0245,46.3715,50.0,50.0,76.3959,23.5161
1.4,79.4754,47.1116,50.0,50.0,76.5044,24.4096
1.5,79.5438,46.6145,50.0,50.0,76.5817,25.3063
1.6,78.5259,46.5538,50.0,50.0,76.628,26.2051
1.7,77.9623,46.2117,50.0,50.0,76.6422,27.1049
1.8,76.6795,45.786,50.0,50.0,76.6205,28.0047
1.9,75.7086,45.861,50.0,50.0,76.5583,28.9025
2.0,75.3888,45.8447,50.0,50.0,76.4538,29.7965
2.1,74.0925,45.6829,50.0,50.0,76.3098,30.6848
2.2,73.7053,45.7238,50.0,50.0,76.1327,31.5673
2.3,73.1862,46.3331,50.0,50.0,75.9277,32.4436
2.4,73.2093,46.8443,50.0,50.0,75.6949,33.313
2.5,72.242,47.1968,50.0,50.0,75.4292,34.1729
2.6,70.6189,47.6189,50.0,50.0,75.1239,35.0195
2.7,70.7829,48.0607,50.0,50.0,74.7738,35.8486
2.8,69.3879,48.7734,50.0,50.0,74.3748,36.6553
2.9,68.7629,47.6714,50.0,50.0,73.9248,37.4348
3.0,67.8345,47.317,50.0,50.0,73.4226,38.1816
3.1,67.712,47.1623,50.0,50.0,72.87,38.8919
3.2,66.4272,46.1492,50.0,50.0,72.2751,39.5673
3.3,65.9109,46.6775,50.0,50.0,71.6502,40.215
3.4,65.2617,46.8379,50.0,50.0,71.009,40.8465
3.5,64.1898,47.3156,50.0,50.0,70.3624,41.4726
3.6,63.5468,47.5736,50.0,50.0,69.7133,42.096
3.7,63.3493,48.1318,50.0,50.0,69.0567,42.7115
3.8,62.4659,48.9271,50.0,50.0,68.3821,43.3073
3.9,61.8274,49.3127,50.0,50.0,67.6804,43.8709
4.0,60.8957,48.8816,50.0,50.0,66.9451,44.3899
4.1,60.3468,49.44,50.0,50.0,66.173,44.8523
4.2,59.1884,49.5814,50.0,50.0,65.3665,45.2517
4.3,58.5693,48.2303,50.0,50.0,64.5327,45.5906
4.4,57.9199,47.7443,50.0,50.0,63.6822,45.8848
4.5,57.1496,47.9785,50.0,50.0,62.8246,46.1579
4.6,56.1514,47.8152,50.0,50.0,61.968,46.4339
4.7,56.154,47.9651,50.0,50.0,61.1199,46.7352
4.8,54.9717,48.7665,50.0,50.0,60.2851,47.0716
4.9,54.5808,49.0277,50.0,50.0,59.4623,47.4362
