t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,61.3117,9.018,50.0,50.0,62.1446,46.3396
0.1,61.5086,10.0605,50.0,50.0,62.1328,45.4397
0.2,61.7181,9.8609,50.0,50.0,62.121,44.5397
0.3,61.6431,9.4927,50.0,50.0,62.1091,43.6398
0.4,61.4184,10.0183,50.0,50.0,62.097,42.7399
0.5,61.8772,10.1618,50.0,50.0,62.0845,41.84
0.6,61.7557,10.4028,50.0,50.0,62.0716,40.9401
0.7,61.5227,11.0386,50.0,50.0,62.0581,40.0402
0.8,61.6487,10.0824,50.0,50.0,62.0439,39.1403
0.9,61.8329,11.1574,50.0,50.0,62.0287,38.2404
1.0,61.8927,11.7235,50.0,50.0,62.0123,37.3406
1.1,61.849,11.715,50.0,50.0,61.9944,36.4408
1.2,61.0296,12.1622,50.0,50.0,61.9749,35.541
1.3,61.4418,11.188,50.0,50.0,61.9533,34.6412
1.4,61.2857,12.1991,50.0,50.0,61.9293,33.7415
1.5,60.8167,12.5871,50.0,50.0,61.9025,32.8419
1.6,61.6401,11.9222,50.0,50.0,61.8724,31.9424
1.7,61.048,12.271,50.0,50.0,61.8386,31.0431
1.8,61.0003,12.6788,50.0,50.0,61.8005,30.1439
1.9,60.6801,13.3966,50.0,50.0,61.7574,29.2449
2.0,60.6602,13.6151,50.0,50.0,61.7086,28.3462
2.1,60.8755,13.2759,50.0,50.0,61.6533,27.4479
2.2,60.5124,13.4831,50.0,50.0,61.5904,26.5501
2.3,60.1593,13.7955,50.0,50.0,61.5189,25.653
2.4,60.3945,13.7587,50.0,50.0,61.4374,24.7567
2.5,60.6452,13.9954,50.0,50.0,61.3444,23.8615
2.6,60.6741,14.2389,50.0,50.0,61.2379,22.9678
2.7,60.6379,14.0811,50.0,50.0,61.1156,22.0762
2.8,59.8448,14.6681,50.0,50.0,60.9747,21.1873
2.9,59.491,14.6813,50.0,50.0,60.8113,20.3022
3.0,60.1037,15.1173,50.0,50.0,60.6205,19.4227
3.1,59.5196,14.5667,50.0,50.0,60.3952,18.5513
3.2,59.7299,15.5796,50.0,50.0,60.1252,17.6928
3.3,59.9675,15.1833,50.0,50.0,59.7935,16.8562
3.4,59.3694,15.5795,50.0,50.0,59.3675,16.0634
3.5,58.9906,15.3067,50.0,50.0,58.762,15.3975
3.6,58.8693,15.4041,50.0,50.0,58.1801,16.0842
3.7,58.5233,15.7588,50.0,50.0,58.6481,15.3154
3.8,58.0737,15.8274,50.0,50.0,58.0274,15.9671
3.9,58.1597,16.3721,50.0,50.0,58.2931,15.1073
4.0,58.1381,15.583,50.0,50.0,57.8663,15.8996
4.1,58.15,15.7912,50.0,50.0,56.9665,15.9177
4.2,57.5419,15.7096,50.0,50.0,57.8647,15.9741
4.3,57.6431,16.0033,50.0,50.0,56.9653,16.0047
4.4,57.4003,16.3824,50.0,50.0,57.8563,16.1314
4.5,56.9087,16.0361,50.0,50.0,56.9595,16.0552
4.6,56.8893,16.6606,50.0,50.0,56.0611,16.1076
4.7,56.6236,16.7316,50.0,50.0,56.9593,16.0513
4.8,56.6149,15.5271,50.0,50.0,56.0603,16.0925
4.9,56.3979,16.5,50.0,50.0,56.9204,15.8277
