t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,42.5231,7.894,50.0,50.0,41.0141,22.6371
0.1,42.6086,8.5024,50.0,50.0,41.1312,21.7447
0.2,42.5467,9.0721,50.0,50.0,41.2536,20.8531
0.3,42.5308,8.7407,50.0,50.0,41.3815,19.9622
0.4,42.8714,8.4961,50.0,50.0,41.5148,19.0721
0.5,43.3734,8.9765,50.0,50.0,41.6536,18.1829
0.6,42.8353,9.4555,50.0,50.0,41.7978,17.2945
0.7,42.6668,9.5678,50.0,50.0,41.9474,16.4071
0.8,43.0173,9.5545,50.0,50.0,42.1026,15.5205
0.9,43.5016,9.4073,50.0,50.0,42.2632,14.635
1.0,43.2228,9.9843,50.0,50.0,42.4293,13.7504
1.1,42.7071,10.8255,50.0,50.0,42.601,12.867
1.2,43.1673,9.9358,50.0,50.0,42.7783,11.9846
1.3,43.0516,10.7931,50.0,50.0,42.9613,11.1034
1.4,42.6634,11.184,50.0,50.0,43.1572,10.225
1.5,42.6862,10.8034,50.0,50.0,42.9578,11.1026
1.6,42.626,10.8081,50.0,50.0,42.7288,11.973
1.7,43.1512,10.8089,50.0,50.0,42.9278,11.0953
1.8,42.9768,11.5936,50.0,50.0,42.6962,11.965
1.9,42.371,12.0689,50.0,50.0,41.9385,12.4507
2.0,42.7921,11.9663,50.0,50.0,42.7614,12.0862
2.1,41.9213,12.3082,50.0,50.0,42.1039,12.7008
2.2,42.3951,12.0744,50.0,50.0,42.8595,12.2117
2.3,42.7091,13.0531,50.0,50.0,42.1637,12.7826
2.4,42.4761,13.1497,50.0,50.0,42.1844,13.6824
2.5,42.216,12.7752,50.0,50.0,42.0018,12.8011
2.6,41.5718,12.9443,50.0,50.0,41.8071,13.6798
2.7,42.3777,12.9559,50.0,50.0,41.76,12.7811
2.8,41.854,13.1904,50.0,50.0,41.6177,13.6697
2.9,41.455,13.7616,50.0,50.0,40.843,13.2115
3.0,41.2964,14.2025,50.0,50.0,41.4726,13.8547
3.1,41.9652,13.2909,50.0,50.0,40.5732,13.8897
3.2,40.7751,13.9375,50.0,50.0,41.4549,14.0704
3.3,40.896,13.3964,50.0,50.0,40.5562,14.1184
3.4,40.8005,14.3547,50.0,50.0,41.3348,14.5698
3.5,40.9084,14.4159,50.0,50.0,40.4793,14.2905
3.6,40.1957,14.2655,50.0,50.0,39.8392,14.9232
3.7,40.4188,14.4588,50.0,50.0,40.4008,14.2199
3.8,39.5869,14.5807,50.0,50.0,39.7246,14.8139
3.9,40.3295,14.8144,50.0,50.0,40.1439,14.0175
4.0,39.6082,14.4011,50.0,50.0,39.6037,14.7373
4.1,39.5208,14.9695,50.0,50.0,38.7165,14.8888
4.2,39.3381,14.8302,50.0,50.0,39.6079,14.7648
4.3,39.28,14.8488,50.0,50.0,38.7199,14.9114
4.4,39.0361,14.9881,50.0,50.0,39.6095,14.7746
4.5,38.5526,14.8762,50.0,50.0,38.7193,14.9074
4.6,38.5085,14.54,50.0,50.0,37.8244,15.0025
4.7,38.8096,14.9496,50.0,50.0,38.7166,14.8845
4.8,37.8782,14.7251,50.0,50.0,37.8207,14.9704
4.9,38.7668,15.0122,50.0,50.0,38.4707,14.3479
