t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,54.2185,88.9951,50.0,50.0,56.9217,86.5184
0.1,53.9815,88.1765,50.0,50.0,56.0796,86.8361
0.2,55.306,87.867,50.0,50.0,55.1859,86.7295
0.3,54.1765,86.3145,50.0,50.0,54.6272,86.024
0.4,54.4677,85.7343,50.0,50.0,54.4809,85.1359
0.5,54.7771,84.5877,50.0,50.0,54.429,84.2374
0.6,54.4226,84.5914,50.0,50.0,54.373,83.3392
0.7,54.2288,83.7951,50.0,50.0,54.3029,82.4419
0.8,54.4596,82.5969,50.0,50.0,54.2218,81.5456
0.9,54.6901,81.4484,50.0,50.0,54.1321,80.6501
1.0,53.8505,80.8355,50.0,50.0,54.0355,79.7553
1.1,54.1192,80.5015,50.0,50.0,53.9334,78.8611
1.2,54.3372,79.8469,50.0,50.0,53.827,77.9674
1.3,53.6739,78.8887,50.0,50.0,53.7169,77.0741
1.4,53.7063,77.7356,50.0,50.0,53.8522,77.9639
1.5,53.8141,76.6691,50.0,50.0,53.7277,77.0726
1.6,53.7231,76.9126,50.0,50.0,53.6083,76.1805
1.7,53.4686,75.3405,50.0,50.0,53.4906,75.2882
1.8,53.852,74.3705,50.0,50.0,53.373,74.396
1.9,53.2127,73.8567,50.0,50.0,53.2547,73.5038
2.0,52.6527,73.1907,50.0,50.0,53.1355,72.6117
2.1,53.3764,72.3115,50.0,50.0,53.0153,71.7198
2.2,53.3795,71.7962,50.0,50.0,52.8944,70.8279
2.3,52.8676,70.4524,50.0,50.0,52.7728,69.9362
2.4,53.2889,69.6108,50.0,50.0,52.6506,69.0445
2.5,52.4192,68.7063,50.0,50.0,52.528,68.1529
2.6,52.3682,68.1443,50.0,50.0,52.4051,67.2613
2.7,52.7729,67.8679,50.0,50.0,52.2818,66.3698
2.8,52.1773,67.1606,50.0,50.0,52.1584,65.4783
2.9,52.3638,66.2254,50.0,50.0,52.0347,64.5869
3.0,52.3728,65.3595,50.0,50.0,51.9109,63.6954
3.1,51.6691,64.9615,50.0,50.0,51.787,62.804
3.2,51.9234,63.4839,50.0,50.0,51.9111,63.6954
3.3,52.3954,63.1979,50.0,50.0,51.787,62.804
3.4,51.855,61.4508,50.0,50.0,51.663,61.9126
3.5,51.7101,60.9176,50.0,50.0,51.5388,61.0212
3.6,51.2476,60.1479,50.0,50.0,51.4146,60.1298
3.7,51.202,59.9264,50.0,50.0,51.2904,59.2384
3.8,51.2941,58.9373,50.0,50.0,51.1661,58.347
3.9,51.3429,58.1456,50.0,50.0,51.0417,57.4557
4.0,50.9028,57.6915,50.0,50.0,50.9173,56.5643
4.1,50.6123,55.9906,50.0,50.0,50.7929,55.6729
4.2,50.7424,55.5161,50.0,50.0,50.6684,54.7816
4.3,50.9553,54.7814,50.0,50.0,50.5439,53.8902
4.4,50.9371,53.7746,50.0,50.0,50.4194,52.9989
4.5,50.0688,53.5093,50.0,50.0,50.2949,52.1076
4.6,50.2566,52.6366,50.0,50.0,50.1703,51.2162
4.7,50.0544,51.8513,50.0,50.0,50.0456,50.3249
4.8,50.2246,50.7604,50.0,50.0,49.9209,49.4336
4.9,49.2347,50.4985,50.0,50.0,49.7946,48.5425
