t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,17.4465,73.2683,50.0,50.0,27.1575,34.9323
0.1,16.9625,73.206,50.0,50.0,26.9489,35.8078
0.2,18.0423,71.9644,50.0,50.0,26.7565,36.687
0.3,19.2903,71.9859,50.0,50.0,26.5827,37.5701
0.4,19.9125,71.4328,50.0,50.0,26.4288,38.4568
0.5,20.7131,72.0633,50.0,50.0,26.2955,39.3469
0.6,21.126,71.8275,50.0,50.0,26.183,40.2398
0.7,22.3837,71.6629,50.0,50.0,26.0899,41.135
0.8,22.3391,70.9819,50.0,50.0,26.014,42.0318
0.9,23.2906,70.9346,50.0,50.0,25.9518,42.9296
1.0,23.9864,70.5259,50.0,50.0,25.8993,43.8281
1.1,24.2999,69.5908,50.0,50.0,25.856,44.7271
1.2,24.6467,69.0356,50.0,50.0,25.8251,45.6265
1.3,25.4865,68.5261,50.0,50.0,25.8142,46.5265
1.4,25.6828,67.6496,50.0,50.0,25.8311,47.4263
1.5,26.1956,67.5309,50.0,50.0,25.8826,48.3248
1.6,26.7069,67.4165,50.0,50.0,25.9727,49.2203
1.7,27.8552,66.0451,50.0,50.0,26.1034,50.1108
1.8,28.49,66.8183,50.0,50.0,26.2766,50.994
1.9,29.777,66.2603,50.0,50.0,26.494,51.8673
2.0,30.2322,66.551,50.0,50.0,26.7561,52.7283
2.1,30.4212,66.1554,50.0,50.0,27.0624,53.5746
2.2,30.8077,65.8181,50.0,50.0,27.4103,54.4046
2.3,31.7015,64.737,50.0,50.0,27.8014,55.2152
2.4,31.4166,63.7207,50.0,50.0,28.245,55.9983
2.5,32.7101,63.2166,50.0,50.0,28.7577,56.7379
2.6,32.7181,62.0294,50.0,50.0,29.3537,57.4123
2.7,33.4031,61.9502,50.0,50.0,30.0322,58.0036
2.8,33.8306,61.4959,50.0,50.0,30.7763,58.5099
2.9,34.442,61.4339,50.0,50.0,31.5661,58.9415
3.0,35.5739,61.345,50.0,50.0,32.3905,59.3024
3.1,36.0372,61.415,50.0,50.0,33.2465,59.5806
3.2,37.2128,61.2924,50.0,50.0,34.1304,59.7501
3.3,37.4535,60.287,50.0,50.0,35.0297,59.7844
3.4,38.4909,59.573,50.0,50.0,35.9206,59.6569
3.5,39.0065,58.8221,50.0,50.0,36.7669,59.3506
3.6,38.7316,58.8263,50.0,50.0,37.5337,58.8794
3.7,39.1554,57.533,50.0,50.0,38.22,58.2972
3.8,40.3017,57.1057,50.0,50.0,38.8735,57.6783
3.9,40.6154,56.565,50.0,50.0,39.5482,57.0827
4.0,41.3702,55.4087,50.0,50.0,40.2809,56.5601
4.1,41.4753,55.8024,50.0,50.0,41.0844,56.1546
4.2,42.1105,55.5276,50.0,50.0,41.937,55.8664
4.3,42.8872,55.1623,50.0,50.0,42.8079,55.6395
4.4,44.272,55.2487,50.0,50.0,43.6694,55.3791
4.5,44.4232,54.7598,50.0,50.0,44.4902,55.0098
4.6,45.5954,54.8061,50.0,50.0,45.2253,54.4905
4.7,45.9388,54.4831,50.0,50.0,45.8179,53.8132
4.8,46.4083,52.678,50.0,50.0,46.2572,53.0277
4.9,46.7377,52.44,50.0,50.0,46.6296,52.2084
