t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,11.4872,37.6861,50.0,50.0,64.9542,57.4572
0.1,12.379,37.5116,50.0,50.0,64.109,57.1478
0.2,12.6896,38.0039,50.0,50.0,63.2633,56.8399
0.3,12.4475,38.2024,50.0,50.0,62.417,56.5337
0.4,11.8556,38.0303,50.0,50.0,61.57,56.2296
0.5,12.6402,38.4679,50.0,50.0,60.7221,55.9277
0.6,12.9665,39.0376,50.0,50.0,59.8734,55.6283
0.7,13.1577,38.8346,50.0,50.0,59.0237,55.3316
0.8,12.7374,38.8694,50.0,50.0,58.173,55.0377
0.9,13.0703,38.7596,50.0,50.0,57.3213,54.7469
1.0,12.9663,39.9916,50.0,50.0,56.4685,54.4593
1.1,13.4735,39.5504,50.0,50.0,55.6145,54.1752
1.2,13.3965,40.0116,50.0,50.0,54.7594,53.8946
1.3,12.8468,40.108,50.0,50.0,53.903,53.6178
1.4,12.9132,40.2019,50.0,50.0,53.0454,53.3449
1.5,13.0927,40.8297,50.0,50.0,52.1865,53.0759
1.6,12.3433,40.3899,50.0,50.0,51.3263,52.8112
1.7,13.0412,40.8817,50.0,50.0,50.4648,52.5507
1.8,12.8128,41.1696,50.0,50.0,49.602,52.2946
1.9,13.2096,41.9169,50.0,50.0,48.7379,52.0431
2.0,12.4622,41.7787,50.0,50.0,47.8725,51.7961
2.1,12.5835,41.556,50.0,50.0,47.0057,51.5538
2.2,12.7467,41.6349,50.0,50.0,46.1376,51.3162
2.3,12.6285,41.7251,50.0,50.0,45.2682,51.0835
2.4,12.2222,42.1938,50.0,50.0,44.3975,50.8557
2.5,12.1193,42.3305,50.0,50.0,43.5256,50.6328
2.6,11.853,42.4016,50.0,50.0,42.6524,50.4148
2.7,11.6068,42.2309,50.0,50.0,41.7779,50.2019
2.8,11.6263,42.9193,50.0,50.0,40.9023,49.994
2.9,12.1371,43.5145,50.0,50.0,40.0254,49.7911
3.0,11.6204,43.3707,50.0,50.0,39.1475,49.5931
3.1,11.5628,43.5795,50.0,50.0,38.2684,49.4002
3.2,11.3922,43.1907,50.0,50.0,37.3883,49.2121
3.3,11.6593,43.4728,50.0,50.0,36.5071,49.029
3.4,11.4617,43.4895,50.0,50.0,35.6249,48.8506
3.5,10.9775,43.943,50.0,50.0,34.7419,48.6769
3.6,10.5694,43.3526,50.0,50.0,33.8579,48.5079
3.7,10.8398,43.7651,50.0,50.0,32.9731,48.3433
3.8,10.0546,44.0877,50.0,50.0,32.0874,48.1831
3.9,10.6403,44.2835,50.0,50.0,31.2011,48.027
4.0,10.0097,44.477,50.0,50.0,30.314,47.875
4.1,9.736,44.2959,50.0,50.0,29.4263,47.7268
4.2,9.7008,44.019,50.0,50.0,28.538,47.5822
4.3,9.4054,44.6211,50.0,50.0,27.6491,47.4409
4.4,9.3495,44.3387,50.0,50.0,26.7598,47.3027
4.5,9.0707,44.2221,50.0,50.0,25.87,47.1674
4.6,8.9748,44.636,50.0,50.0,24.9799,47.0345
4.7,8.9337,44.5958,50.0,50.0,24.0894,46.9037
4.8,8.1892,45.0269,50.0,50.0,23.1987,46.7748
4.9,8.0819,45.1723,50.0,50.0,22.3078,46.6472
