t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,12.1137,37.809,50.0,50.0,39.9942,53.6061
0.1,13.1012,37.3411,50.0,50.0,39.2201,53.147
0.2,13.8418,38.7856,50.0,50.0,38.4449,52.6899
0.3,14.5723,38.7982,50.0,50.0,37.6656,52.2395
0.4,15.1262,39.1997,50.0,50.0,36.8807,51.7992
0.5,15.1147,39.8459,50.0,50.0,36.09,51.3694
0.6,16.0206,39.8848,50.0,50.0,35.2952,50.9472
0.7,16.683,41.6164,50.0,50.0,34.4999,50.5259
0.8,17.1646,41.1255,50.0,50.0,33.7085,50.0972
0.9,18.0403,41.8881,50.0,50.0,32.9266,49.6516
1.0,19.0527,40.942,50.0,50.0,32.1599,49.1802
1.1,19.9321,42.1333,50.0,50.0,31.4129,48.6782
1.2,20.321,41.4411,50.0,50.0,30.6883,48.1444
1.3,21.6347,40.8145,50.0,50.0,29.9854,47.5823
1.4,22.1837,41.6249,50.0,50.0,29.3,46.999
1.5,22.3293,40.9493,50.0,50.0,28.6241,46.4047
1.6,23.1665,42.2911,50.0,50.0,27.9448,45.8143
1.7,23.8548,42.3924,50.0,50.0,27.2513,45.2407
1.8,24.3962,42.348,50.0,50.0,26.5424,44.6863
1.9,25.6624,42.7194,50.0,50.0,25.8623,44.0968
2.0,25.6056,44.0019,50.0,50.0,26.7471,44.2611
2.1,26.1855,44.1474,50.0,50.0,27.6468,44.287
2.2,27.0382,44.2998,50.0,50.0,28.4891,43.9701
2.3,28.0505,43.7341,50.0,50.0,29.3775,43.8256
2.4,29.0324,44.0317,50.0,50.0,30.1432,43.3527
2.5,29.8109,43.6267,50.0,50.0,30.671,44.0817
2.6,30.6163,43.3566,50.0,50.0,31.4185,43.5804
2.7,31.2188,43.6156,50.0,50.0,32.0257,44.2448
2.8,32.2094,44.2237,50.0,50.0,32.7729,44.7465
2.9,32.1943,44.6744,50.0,50.0,33.2842,45.4871
3.0,33.265,44.8283,50.0,50.0,33.9704,46.0695
3.1,33.3612,45.7968,50.0,50.0,34.6653,46.6414
3.2,34.7391,46.7627,50.0,50.0,35.5587,46.5329
3.3,34.8552,46.5471,50.0,50.0,36.0494,47.2873
3.4,35.1006,46.1713,50.0,50.0,36.62,46.5913
3.5,36.0334,47.1513,50.0,50.0,37.5159,46.5052
3.6,37.2555,46.2704,50.0,50.0,38.3508,46.1691
3.7,38.4348,46.8683,50.0,50.0,39.2486,46.1071
3.8,39.0149,45.3688,50.0,50.0,40.1381,46.244
3.9,40.0171,46.3268,50.0,50.0,40.9198,46.6902
4.0,40.5213,46.8592,50.0,50.0,41.6645,47.1954
4.1,41.4761,46.882,50.0,50.0,41.6349,48.095
4.2,42.047,47.224,50.0,50.0,42.5128,47.897
4.3,41.9513,48.1923,50.0,50.0,42.8112,48.7461
4.4,42.8502,48.5002,50.0,50.0,43.6504,49.0712
4.5,43.7683,49.1346,50.0,50.0,44.5086,49.3423
4.6,43.9753,49.2131,50.0,50.0,45.404,49.2511
4.7,45.3889,49.4853,50.0,50.0,46.2734,49.0185
4.8,45.7673,49.3313,50.0,50.0,47.0925,48.6455
4.9,46.9454,47.9475,50.0,50.0,47.9671,48.8574
