t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,64.7259,10.5873,50.0,50.0,1.9782,83.5445
0.1,64.5184,10.3104,50.0,50.0,2.5645,82.8617
0.2,65.1557,10.8069,50.0,50.0,3.1516,82.1796
0.3,64.7602,10.6621,50.0,50.0,3.7394,81.4981
0.4,64.5326,11.3811,50.0,50.0,4.3281,80.8172
0.5,64.2363,11.2597,50.0,50.0,4.9175,80.1371
0.6,64.0027,11.985,50.0,50.0,5.5077,79.4577
0.7,64.2934,12.0371,50.0,50.0,6.0987,78.7789
0.8,64.4549,11.7525,50.0,50.0,6.6904,78.1008
0.9,63.9296,12.2187,50.0,50.0,7.2829,77.4233
1.0,64.3512,12.548,50.0,50.0,7.8762,76.7465
1.1,64.2847,12.2189,50.0,50.0,8.4702,76.0704
1.2,63.8475,12.6688,50.0,50.0,9.0648,75.3948
1.3,63.731,12.6203,50.0,50.0,9.6602,74.7198
1.4,63.8773,13.1971,50.0,50.0,10.2561,74.0454
1.5,63.8249,13.3864,50.0,50.0,10.8527,73.3716
1.6,64.0859,13.0713,50.0,50.0,11.4499,72.6982
1.7,63.775,14.1958,50.0,50.0,12.0476,72.0254
1.8,63.7896,13.6761,50.0,50.0,12.6458,71.3529
1.9,63.6336,14.656,50.0,50.0,13.2444,70.6809
2.0,63.5443,14.4821,50.0,50.0,13.8434,70.0092
2.1,63.5167,14.606,50.0,50.0,14.4427,69.3378
2.2,63.6111,13.8547,50.0,50.0,15.0424,68.6666
2.3,62.9229,14.2546,50.0,50.0,15.6422,67.9957
2.4,63.0048,14.7309,50.0,50.0,16.2423,67.3249
2.5,62.6602,15.1258,50.0,50.0,16.8424,66.6542
2.6,62.6074,15.5286,50.0,50.0,17.4426,65.9835
2.7,62.7183,15.329,50.0,50.0,18.0427,65.3128
2.8,62.3793,15.2895,50.0,50.0,18.6427,64.642
2.9,62.694,15.4789,50.0,50.0,19.2425,63.971
3.0,62.6129,15.4015,50.0,50.0,19.842,63.2997
3.1,61.9486,15.7252,50.0,50.0,20.4412,62.6282
3.2,62.0306,16.1356,50.0,50.0,21.0399,61.9562
3.3,61.7875,16.0005,50.0,50.0,21.6381,61.2837
3.4,62.3332,16.4985,50.0,50.0,22.2356,60.6107
3.5,61.2606,16.475,50.0,50.0,22.8324,59.9371
3.6,61.0933,15.8898,50.0,50.0,23.4284,59.2627
3.7,60.8986,16.4603,50.0,50.0,24.0234,58.5874
3.8,60.8655,16.2334,50.0,50.0,24.6174,57.9113
3.9,61.1283,16.9598,50.0,50.0,25.2102,57.2341
4.0,60.5317,17.0226,50.0,50.0,25.8017,56.5558
4.1,60.4003,16.7584,50.0,50.0,26.3919,55.8763
4.2,60.2395,17.2954,50.0,50.0,26.9805,55.1955
4.3,60.2986,17.1619,50.0,50.0,27.5675,54.5132
4.4,60.3162,16.9229,50.0,50.0,28.1527,53.8295
4.5,59.8923,16.6643,50.0,50.0,28.736,53.1441
4.6,59.5387,16.7277,50.0,50.0,29.3173,52.457
4.7,58.9408,16.7449,50.0,50.0,29.8964,51.7681
4.8,59.1604,17.1398,50.0,50.0,30.4732,51.0772
4.9,59.1579,16.8345,50.0,50.0,31.0475,50.3842
