t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,10.5843,55.1935,50.0,50.0,13.231,52.9435
0.1,10.8858,54.4673,50.0,50.0,12.7931,53.7298
0.2,12.268,55.2072,50.0,50.0,12.9482,54.6163
0.3,12.9229,54.4197,50.0,50.0,13.8482,54.611
0.4,13.8859,54.3418,50.0,50.0,14.7375,54.4726
0.5,14.3352,54.9972,50.0,50.0,15.6299,54.356
0.6,15.3472,54.4376,50.0,50.0,16.5216,54.2341
0.7,16.271,54.388,50.0,50.0,17.4142,54.1186
0.8,16.7493,54.3702,50.0,50.0,18.3061,53.998
0.9,17.5383,54.2694,50.0,50.0,19.1999,53.8928
1.0,18.169,54.0604,50.0,50.0,20.0817,53.7126
1.1,19.1051,54.3748,50.0,50.0,20.4083,54.5512
1.2,19.5338,53.671,50.0,50.0,20.8432,53.7632
1.3,20.8696,53.9936,50.0,50.0,21.7194,53.5578
1.4,21.8508,53.7249,50.0,50.0,22.6127,53.4476
1.5,21.8565,53.7777,50.0,50.0,23.5054,53.3334
1.6,23.6145,53.7111,50.0,50.0,24.3983,53.2204
1.7,24.2382,53.0606,50.0,50.0,25.2911,53.1072
1.8,24.7173,52.8806,50.0,50.0,26.184,52.9946
1.9,25.719,53.3738,50.0,50.0,27.0769,52.8814
2.0,26.5303,52.9157,50.0,50.0,27.97,52.7704
2.1,27.4464,53.4512,50.0,50.0,28.8606,52.6408
2.2,27.8684,52.8328,50.0,50.0,28.1266,53.1616
2.3,28.8442,51.9749,50.0,50.0,28.962,52.8268
2.4,30.0876,52.9477,50.0,50.0,29.8349,52.6075
2.5,30.5561,52.5346,50.0,50.0,30.7208,52.4488
2.6,31.3178,52.3751,50.0,50.0,31.6113,52.3186
2.7,31.9815,51.9601,50.0,50.0,32.5035,52.2003
2.8,32.8843,52.0254,50.0,50.0,33.3963,52.0864
2.9,33.6272,52.4778,50.0,50.0,34.2892,51.9738
3.0,34.1742,51.9276,50.0,50.0,35.1822,51.8615
3.1,34.7051,51.9873,50.0,50.0,36.0751,51.7492
3.2,36.0382,51.6521,50.0,50.0,36.9681,51.637
3.3,36.5539,52.0712,50.0,50.0,37.8611,51.5248
3.4,37.5811,51.1557,50.0,50.0,38.7541,51.4126
3.5,38.3992,51.4025,50.0,50.0,39.6471,51.3004
3.6,39.3214,51.3537,50.0,50.0,40.54,51.1882
3.7,40.0442,51.0685,50.0,50.0,41.433,51.076
3.8,40.9286,51.4161,50.0,50.0,42.326,50.9638
3.9,42.2033,50.5033,50.0,50.0,43.219,50.8516
4.0,42.1502,51.0099,50.0,50.0,42.326,50.9641
4.1,42.8564,50.9655,50.0,50.0,43.219,50.8518
4.2,43.9043,50.3809,50.0,50.0,44.112,50.7395
4.3,44.7195,50.1082,50.0,50.0,45.005,50.6274
4.4,45.4476,50.2964,50.0,50.0,45.8979,50.5152
4.5,46.4647,49.9881,50.0,50.0,46.7909,50.403
4.6,47.6404,50.4861,50.0,50.0,47.6839,50.2909
4.7,47.8244,50.4307,50.0,50.0,48.5769,50.1787
4.8,49.1235,50.1906,50.0,50.0,49.4699,50.0666
4.9,49.4802,50.0505,50.0,50.0,50.3629,49.9544
