t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,43.871,89.9591,50.0,50.0,84.7177,64.8807
0.1,44.4632,89.4044,50.0,50.0,83.9446,65.3414
0.2,45.0213,88.3065,50.0,50.0,83.1678,65.7959
0.3,44.9756,87.7882,50.0,50.0,82.3885,66.2461
0.4,44.7605,86.9573,50.0,50.0,81.6072,66.6929
0.5,46.0857,86.9615,50.0,50.0,80.8236,67.1355
0.6,46.6721,86.1035,50.0,50.0,80.036,67.5711
0.7,46.8653,85.6473,50.0,50.0,79.2424,67.9956
0.8,47.8711,85.4252,50.0,50.0,78.4411,68.4053
0.9,47.5908,84.3621,50.0,50.0,77.631,68.7974
1.0,47.9354,83.3995,50.0,50.0,76.8118,69.1701
1.1,47.5797,82.7845,50.0,50.0,75.9837,69.5226
1.2,47.014,81.9825,50.0,50.0,75.1469,69.8541
1.3,46.4278,81.0886,50.0,50.0,74.3021,70.1642
1.4,46.3174,80.1351,50.0,50.0,73.4499,70.4537
1.5,46.3946,79.5273,50.0,50.0,72.5915,70.7244
1.6,46.4074,79.3416,50.0,50.0,71.7282,70.9786
1.7,47.1362,78.2251,50.0,50.0,70.8603,71.2167
1.8,47.4196,77.3739,50.0,50.0,69.9873,71.4357
1.9,48.3901,76.5833,50.0,50.0,69.1084,71.6293
2.0,48.711,75.9222,50.0,50.0,68.2231,71.7913
2.1,48.4502,75.1421,50.0,50.0,67.332,71.9176
2.2,49.0467,74.7094,50.0,50.0,66.4365,72.0073
2.3,48.3443,73.4891,50.0,50.0,65.5381,72.061
2.4,48.3637,73.5968,50.0,50.0,64.6382,72.0777
2.5,47.3291,72.4157,50.0,50.0,63.7385,72.0541
2.6,47.3604,72.2681,50.0,50.0,62.8411,71.9869
2.7,47.6394,71.011,50.0,50.0,61.9482,71.8739
2.8,47.5351,69.7699,50.0,50.0,61.0625,71.714
2.9,48.0319,69.192,50.0,50.0,60.187,71.5056
3.0,48.3768,68.3996,50.0,50.0,59.3259,71.2437
3.1,48.659,67.9506,50.0,50.0,58.486,70.9203
3.2,49.6496,67.0866,50.0,50.0,57.6743,70.5316
3.3,49.1411,66.6148,50.0,50.0,56.8945,70.0823
3.4,48.8856,65.3963,50.0,50.0,56.1445,69.5848
3.5,48.7269,64.885,50.0,50.0,55.4183,69.0532
3.6,48.3698,64.631,50.0,50.0,54.7136,68.4933
3.7,47.9036,63.8702,50.0,50.0,54.0353,67.9018
3.8,48.5926,62.7697,50.0,50.0,53.3948,67.2695
3.9,47.5522,62.3673,50.0,50.0,52.8055,66.5893
4.0,48.243,60.9693,50.0,50.0,52.2821,65.8571
4.1,48.1422,60.2708,50.0,50.0,51.8405,65.0729
4.2,48.964,59.3569,50.0,50.0,51.4932,64.2426
4.3,49.1353,59.4611,50.0,50.0,51.2419,63.3784
4.4,49.5945,58.7515,50.0,50.0,51.0672,62.4955
4.5,50.085,57.7853,50.0,50.0,50.9344,61.6054
4.6,50.114,56.8648,50.0,50.0,50.8065,60.7145
4.7,49.9203,55.8716,50.0,50.0,50.6498,59.8283
4.8,49.6838,55.1981,50.0,50.0,50.4499,58.9507
4.9,49.333,54.8161,50.0,50.0,50.2176,58.0812
