t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,83.2415,24.7338,50.0,50.0,94.9902,23.3454
0.1,82.6932,23.8529,50.0,50.0,94.0941,23.4285
0.2,82.4821,24.2626,50.0,50.0,93.1992,23.5242
0.3,82.6537,24.6139,50.0,50.0,92.3059,23.6338
0.4,82.8814,25.0806,50.0,50.0,91.4145,23.7584
0.5,82.4569,25.6366,50.0,50.0,90.5256,23.8994
0.6,82.0569,24.4502,50.0,50.0,89.6398,24.0583
0.7,82.4996,25.9954,50.0,50.0,88.7577,24.2368
0.8,82.136,25.8127,50.0,50.0,87.8802,24.4369
0.9,82.0088,25.159,50.0,50.0,87.0085,24.661
1.0,81.8919,25.7404,50.0,50.0,86.1442,24.9118
1.1,81.7189,26.1729,50.0,50.0,85.2892,25.1929
1.2,81.6382,26.6369,50.0,50.0,84.4465,25.5088
1.3,81.4241,26.7548,50.0,50.0,83.6203,25.8658
1.4,81.8787,26.7895,50.0,50.0,82.8179,26.2735
1.5,81.5147,26.9754,50.0,50.0,82.0534,26.7483
1.6,81.4749,27.046,50.0,50.0,81.3685,27.3322
1.7,81.4597,27.001,50.0,50.0,82.0886,27.872
1.8,81.1756,27.5954,50.0,50.0,81.2596,27.5217
1.9,81.1033,27.9622,50.0,50.0,81.1245,28.4115
2.0,80.9274,27.8427,50.0,50.0,81.1206,27.5115
2.1,81.3155,27.8072,50.0,50.0,80.9439,28.394
2.2,80.7998,27.8777,50.0,50.0,80.6971,27.5285
2.3,80.9762,28.0782,50.0,50.0,80.7779,28.4249
2.4,80.6742,28.2336,50.0,50.0,80.0966,29.013
2.5,80.528,28.4672,50.0,50.0,80.8091,28.4631
2.6,80.2771,28.7214,50.0,50.0,80.1304,29.0542
2.7,79.9971,28.659,50.0,50.0,80.8712,28.5431
2.8,80.5362,28.6184,50.0,50.0,80.1471,29.0776
2.9,79.783,29.3435,50.0,50.0,79.4601,29.659
3.0,79.7128,28.9735,50.0,50.0,80.1433,29.0731
3.1,80.0192,29.31,50.0,50.0,79.4502,29.6472
3.2,79.1062,29.126,50.0,50.0,79.8801,28.8565
3.3,79.3247,29.6314,50.0,50.0,79.38,29.6048
3.4,79.2133,29.855,50.0,50.0,78.705,30.2001
3.5,78.8342,30.0964,50.0,50.0,79.3072,29.5312
3.6,78.7636,29.8413,50.0,50.0,78.6405,30.1358
3.7,79.182,29.74,50.0,50.0,77.9765,29.5283
3.8,78.5054,30.1077,50.0,50.0,78.4803,30.274
3.9,78.6307,30.3727,50.0,50.0,77.5878,30.1586
4.0,77.6799,30.0877,50.0,50.0,78.444,30.436
4.1,77.9046,30.819,50.0,50.0,77.5514,30.3202
4.2,77.5599,30.1983,50.0,50.0,78.2233,30.919
4.3,77.3917,30.4716,50.0,50.0,77.4563,30.4482
4.4,77.0583,30.5354,50.0,50.0,76.5651,30.5738
4.5,77.0569,30.8874,50.0,50.0,77.4553,30.4417
4.6,77.2243,30.624,50.0,50.0,76.5625,30.5548
4.7,77.0092,30.2949,50.0,50.0,77.4234,30.2925
4.8,76.7979,30.1863,50.0,50.0,76.5488,30.5047
4.9,76.6835,29.8924,50.0,50.0,75.65,30.5526
