t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,85.6542,23.0894,50.0,50.0,83.529,29.8302
0.1,85.0902,22.911,50.0,50.0,83.6405,28.9372
0.2,84.1084,24.2405,50.0,50.0,83.6369,28.0372
0.3,84.0573,23.8468,50.0,50.0,83.4633,27.1541
0.4,83.2126,24.2239,50.0,50.0,83.0321,26.3641
0.5,81.742,25.2589,50.0,50.0,82.2749,25.8776
0.6,81.5576,25.4982,50.0,50.0,81.3758,25.916
0.7,81.6487,26.2711,50.0,50.0,80.5611,26.2984
0.8,80.0645,25.9969,50.0,50.0,79.8127,26.7984
0.9,79.7918,27.1728,50.0,50.0,79.0868,27.3304
1.0,78.8159,27.4391,50.0,50.0,78.3671,27.8708
1.1,78.6511,27.552,50.0,50.0,77.6498,28.4144
1.2,77.6299,28.8639,50.0,50.0,76.9342,28.9603
1.3,77.2545,28.5392,50.0,50.0,76.2201,29.508
1.4,76.9919,29.4557,50.0,50.0,75.5071,30.0572
1.5,75.4969,29.8738,50.0,50.0,74.795,30.6076
1.6,75.4237,30.7252,50.0,50.0,74.0836,31.1589
1.7,75.1194,30.8606,50.0,50.0,73.3728,31.7109
1.8,73.8299,31.1845,50.0,50.0,72.6621,32.2631
1.9,73.2617,31.5502,50.0,50.0,73.3772,31.7166
2.0,72.9363,31.9813,50.0,50.0,72.6645,32.2663
2.1,71.8327,32.7844,50.0,50.0,71.9534,32.8178
2.2,71.5767,33.2802,50.0,50.0,71.2431,33.3705
2.3,70.9721,33.9966,50.0,50.0,70.5333,33.9239
2.4,70.0258,34.3214,50.0,50.0,69.8239,34.4777
2.5,69.3129,34.7238,50.0,50.0,69.1147,35.0319
2.6,68.4106,35.8146,50.0,50.0,68.4056,35.5861
2.7,68.4098,35.2135,50.0,50.0,67.6967,36.1406
2.8,67.8655,36.2419,50.0,50.0,66.9878,36.6951
2.9,66.6991,36.6059,50.0,50.0,66.279,37.2498
3.0,66.8056,37.0285,50.0,50.0,65.5703,37.8045
3.1,65.6042,37.4937,50.0,50.0,64.8616,38.3592
3.2,65.2856,38.1846,50.0,50.0,64.153,38.9141
3.3,65.0118,38.4021,50.0,50.0,63.4444,39.4689
3.4,63.3704,38.7966,50.0,50.0,62.7358,40.0238
3.5,63.2093,39.3136,50.0,50.0,62.0272,40.5787
3.6,62.5061,40.4441,50.0,50.0,61.3186,41.1336
3.7,62.2725,40.3932,50.0,50.0,62.0272,40.5787
3.8,61.0736,40.8045,50.0,50.0,61.3186,41.1336
3.9,60.5094,41.083,50.0,50.0,60.6101,41.6886
4.0,59.936,42.4327,50.0,50.0,59.9015,42.2435
4.1,59.5266,42.5071,50.0,50.0,59.193,42.7985
4.2,58.7645,42.972,50.0,50.0,58.4845,43.3535
4.3,58.1031,43.4189,50.0,50.0,57.776,43.9084
4.4,57.8201,43.7834,50.0,50.0,57.0675,44.4634
4.5,57.0393,44.3499,50.0,50.0,56.359,45.0184
4.6,56.3957,45.2647,50.0,50.0,55.6505,45.5734
4.7,55.9841,45.3993,50.0,50.0,54.942,46.1284
4.8,55.0618,46.3165,50.0,50.0,54.2335,46.6835
4.9,55.03,46.9912,50.0,50.0,53.525,47.2385
