t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,88.1801,47.1436,50.0,50.0,1.3674,61.1473
0.1,87.3078,47.3783,50.0,50.0,2.2562,61.0053
0.2,86.2386,47.2055,50.0,50.0,3.1448,60.8626
0.3,85.8184,47.444,50.0,50.0,4.0333,60.7193
0.4,85.142,47.6784,50.0,50.0,4.9217,60.5752
0.5,84.0203,47.4207,50.0,50.0,5.81,60.4304
0.6,82.9236,47.9752,50.0,50.0,6.6981,60.2848
0.7,82.3969,47.8881,50.0,50.0,7.5861,60.1384
0.8,81.8232,48.085,50.0,50.0,8.474,59.9911
0.9,80.7232,48.8536,50.0,50.0,9.3617,59.8428
1.0,80.9724,48.1733,50.0,50.0,10.2492,59.6936
1.1,78.802,47.8283,50.0,50.0,11.1366,59.5434
1.2,78.6102,47.9779,50.0,50.0,12.0238,59.3921
1.3,77.613,47.6059,50.0,50.0,12.9108,59.2398
1.4,76.9701,48.621,50.0,50.0,13.7976,59.0863
1.5,75.6767,48.2086,50.0,50.0,14.6842,58.9316
1.6,75.1351,47.6191,50.0,50.0,15.5706,58.7756
1.7,74.3018,48.2465,50.0,50.0,16.4568,58.6184
1.8,73.2282,48.2074,50.0,50.0,17.3427,58.4597
1.9,72.922,48.6245,50.0,50.0,18.2283,58.2997
2.0,72.1471,48.4015,50.0,50.0,19.1137,58.1382
2.1,71.0039,48.67,50.0,50.0,19.9988,57.9751
2.2,70.3351,48.9892,50.0,50.0,20.8836,57.8104
2.3,70.004,48.5884,50.0,50.0,21.7681,57.6439
2.4,68.3664,48.8371,50.0,50.0,22.6522,57.4756
2.5,67.8574,49.0805,50.0,50.0,23.536,57.3054
2.6,67.4698,48.5704,50.0,50.0,24.4194,57.1332
2.7,66.7759,49.3549,50.0,50.0,25.3023,56.9589
2.8,65.779,49.172,50.0,50.0,26.1848,56.7822
2.9,64.7085,48.7828,50.0,50.0,27.0668,56.6032
3.0,64.4429,49.1645,50.0,50.0,27.9483,56.4216
3.1,63.2406,49.1231,50.0,50.0,28.8292,56.2372
3.2,62.6956,49.1307,50.0,50.0,29.7095,56.0498
3.3,61.5219,49.1555,50.0,50.0,30.5891,55.8593
3.4,60.8244,49.1526,50.0,50.0,31.4679,55.6652
3.5,60.1012,49.2026,50.0,50.0,32.3459,55.4675
3.6,59.1399,49.9975,50.0,50.0,33.223,55.2656
3.7,58.4803,49.9655,50.0,50.0,34.099,55.0593
3.8,57.3783,49.7311,50.0,50.0,34.9739,54.8479
3.9,56.8848,50.0635,50.0,50.0,35.8473,54.6311
4.0,55.9435,50.1454,50.0,50.0,36.7193,54.4081
4.1,55.1081,49.6615,50.0,50.0,37.5894,54.178
4.2,54.1396,49.7003,50.0,50.0,38.4573,53.94
4.3,53.626,49.4294,50.0,50.0,39.3226,53.6926
4.4,52.3359,50.0826,50.0,50.0,40.1847,53.4341
4.5,52.2399,49.6563,50.0,50.0,41.0428,53.1624
4.6,51.261,49.6991,50.0,50.0,41.8954,52.8743
4.7,50.4533,50.0432,50.0,50.0,42.7406,52.565
4.8,49.8023,49.8693,50.0,50.0,43.569,52.2134
4.9,48.8363,50.106,50.0,50.0,44.3616,51.787
