t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,41.2731,5.6971,50.0,50.0,30.6474,8.3376
0.1,41.1713,7.2934,50.0,50.0,31.5458,8.2835
0.2,41.6842,8.0599,50.0,50.0,32.4457,8.3002
0.3,41.227,8.6636,50.0,50.0,33.3407,8.3942
0.4,41.2802,9.1646,50.0,50.0,34.2221,8.5762
0.5,40.7137,10.1959,50.0,50.0,35.0754,8.8624
0.6,40.0317,10.5526,50.0,50.0,35.8803,9.2651
0.7,39.8199,10.94,50.0,50.0,36.6213,9.7759
0.8,39.8073,12.0092,50.0,50.0,37.3018,10.3649
0.9,40.0032,12.5723,50.0,50.0,37.9444,10.995
1.0,40.7379,13.483,50.0,50.0,38.5761,11.6361
1.1,41.0686,14.0815,50.0,50.0,39.2062,12.2788
1.2,41.4539,14.6303,50.0,50.0,39.825,12.9322
1.3,42.2853,14.8123,50.0,50.0,40.4083,13.6176
1.4,42.0665,15.7307,50.0,50.0,40.9274,14.3529
1.5,43.0294,16.429,50.0,50.0,41.3521,15.1464
1.6,42.9152,18.0243,50.0,50.0,41.6547,15.994
1.7,42.6916,18.5136,50.0,50.0,41.829,16.8769
1.8,42.5351,19.5429,50.0,50.0,41.9043,17.7738
1.9,42.3401,20.0147,50.0,50.0,41.9431,18.6729
2.0,41.9544,21.0425,50.0,50.0,42.0127,19.5702
2.1,42.3416,21.0,50.0,50.0,42.166,20.4571
2.2,42.4052,22.2104,50.0,50.0,42.4428,21.3134
2.3,42.9027,22.4805,50.0,50.0,42.842,22.1201
2.4,43.7312,24.0756,50.0,50.0,43.3216,22.8816
2.5,44.2606,24.0058,50.0,50.0,43.8139,23.6351
2.6,44.2693,24.8131,50.0,50.0,44.2461,24.4245
2.7,45.0112,25.8024,50.0,50.0,44.5587,25.2685
2.8,45.2335,26.3017,50.0,50.0,44.6993,26.1574
2.9,44.9854,26.9743,50.0,50.0,44.6603,27.0566
3.0,44.6587,27.8185,50.0,50.0,44.5053,27.9431
3.1,44.618,28.2579,50.0,50.0,44.3465,28.829
3.2,44.2503,29.5497,50.0,50.0,44.3061,29.7281
3.3,44.0291,29.6064,50.0,50.0,44.4567,30.6154
3.4,45.2044,31.1572,50.0,50.0,44.8288,31.4349
3.5,44.7126,31.5928,50.0,50.0,45.3864,32.1413
3.6,45.3482,32.1457,50.0,50.0,46.0221,32.7785
3.7,46.1513,33.0143,50.0,50.0,46.6149,33.4556
3.8,47.2519,33.2884,50.0,50.0,47.0332,34.2525
3.9,47.148,34.3497,50.0,50.0,47.2102,35.1349
4.0,46.7777,34.7414,50.0,50.0,47.1333,36.0317
4.1,47.0025,35.5121,50.0,50.0,46.8345,36.8806
4.2,46.9443,36.7074,50.0,50.0,46.537,37.73
4.3,46.1011,36.8358,50.0,50.0,46.3857,38.6172
4.4,46.4682,38.1589,50.0,50.0,46.5646,39.4992
4.5,45.9247,39.247,50.0,50.0,46.6537,40.3948
4.6,46.9732,39.2501,50.0,50.0,47.5422,40.2515
4.7,47.1323,40.2929,50.0,50.0,47.3909,41.1387
4.8,47.4151,41.0617,50.0,50.0,48.1536,41.6164
4.9,47.8249,41.3039,50.0,50.0,48.7475,42.2927
