t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,60.168,90.6362,50.0,50.0,53.9684,52.4399
0.1,60.3389,89.443,50.0,50.0,54.1224,53.3266
0.2,60.6228,88.5386,50.0,50.0,54.2801,54.2127
0.3,60.3693,88.1094,50.0,50.0,54.4432,55.0978
0.4,60.4348,87.1323,50.0,50.0,54.6131,55.9816
0.5,59.6169,86.2538,50.0,50.0,54.7911,56.8638
0.6,60.7322,85.9646,50.0,50.0,54.9786,57.744
0.7,60.539,84.5054,50.0,50.0,55.177,58.6219
0.8,60.9568,83.9918,50.0,50.0,55.3876,59.4969
0.9,60.5061,83.0433,50.0,50.0,55.6117,60.3686
1.0,60.752,82.5135,50.0,50.0,55.8509,61.2362
1.1,61.2011,81.4621,50.0,50.0,56.1068,62.0991
1.2,61.4276,80.4561,50.0,50.0,56.3812,62.9562
1.3,61.8636,79.6508,50.0,50.0,56.6764,63.8064
1.4,62.0569,79.3401,50.0,50.0,56.9949,64.6482
1.5,62.5988,78.8342,50.0,50.0,57.3396,65.4796
1.6,62.2261,77.4826,50.0,50.0,57.7144,66.2978
1.7,61.5887,76.9418,50.0,50.0,58.124,67.0992
1.8,63.0959,75.8477,50.0,50.0,58.5747,67.8782
1.9,63.0563,75.2553,50.0,50.0,59.0747,68.6265
2.0,63.3434,74.5218,50.0,50.0,59.6355,69.3305
2.1,63.4902,73.3826,50.0,50.0,60.2727,69.9661
2.2,62.8943,73.1701,50.0,50.0,61.0067,70.4868
2.3,63.5638,72.0294,50.0,50.0,61.8525,70.7944
2.4,63.8757,71.5426,50.0,50.0,62.7468,70.6929
2.5,63.7107,70.7676,50.0,50.0,63.3882,70.0616
2.6,63.4444,69.4166,50.0,50.0,63.6485,69.2
2.7,63.646,68.5165,50.0,50.0,63.738,68.3045
2.8,64.1147,67.5766,50.0,50.0,63.7725,67.4051
2.9,64.4011,67.5205,50.0,50.0,63.7821,66.5052
3.0,64.3786,66.5936,50.0,50.0,63.7704,65.6053
3.1,63.4631,65.6012,50.0,50.0,63.7367,64.7059
3.2,63.7851,65.2673,50.0,50.0,63.68,63.8077
3.3,64.0041,64.3814,50.0,50.0,63.5996,62.9113
3.4,63.5659,63.7864,50.0,50.0,63.4946,62.0174
3.5,63.9551,62.7142,50.0,50.0,63.3639,61.127
3.6,63.5981,61.7862,50.0,50.0,63.2067,60.2408
3.7,63.8933,61.0814,50.0,50.0,63.0249,59.3594
3.8,63.0116,60.5749,50.0,50.0,63.2111,60.2399
3.9,62.9387,59.6223,50.0,50.0,63.015,59.3615
4.0,62.9059,58.6069,50.0,50.0,62.8,58.4876
4.1,62.2097,57.5492,50.0,50.0,62.5604,57.62
4.2,62.3671,56.6359,50.0,50.0,62.2926,56.7608
4.3,62.1732,56.5351,50.0,50.0,61.9944,55.9116
4.4,61.674,55.4313,50.0,50.0,61.664,55.0745
4.5,61.6547,55.0341,50.0,50.0,61.3,54.2514
4.6,61.4744,54.6549,50.0,50.0,60.901,53.4446
4.7,60.7552,53.4837,50.0,50.0,60.4659,52.6568
4.8,60.3193,52.6783,50.0,50.0,59.9933,51.8909
4.9,60.458,51.7645,50.0,50.0,59.482,51.1502
