t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,62.1027,8.6631,50.0,50.0,19.9135,52.0477
0.1,62.5127,9.1359,50.0,50.0,20.5414,51.4029
0.2,62.0179,8.9894,50.0,50.0,21.17,50.7589
0.3,61.7478,9.1769,50.0,50.0,21.7995,50.1157
0.4,61.2561,9.3724,50.0,50.0,22.43,49.4734
0.5,62.1136,8.9366,50.0,50.0,23.0614,48.832
0.6,61.7071,9.5632,50.0,50.0,23.6938,48.1917
0.7,61.626,9.7015,50.0,50.0,24.3273,47.5524
0.8,62.1638,10.2227,50.0,50.0,24.9619,46.9142
0.9,61.5906,9.5574,50.0,50.0,25.5975,46.277
1.0,61.9103,10.639,50.0,50.0,26.2343,45.641
1.1,61.237,10.649,50.0,50.0,26.8721,45.006
1.2,60.9333,10.7385,50.0,50.0,27.511,44.3722
1.3,60.8154,11.5542,50.0,50.0,28.151,43.7394
1.4,61.2539,10.9458,50.0,50.0,28.7921,43.1077
1.5,61.1886,11.1096,50.0,50.0,29.4342,42.4771
1.6,60.7979,11.3382,50.0,50.0,30.0773,41.8475
1.7,60.8801,11.5361,50.0,50.0,30.7214,41.2188
1.8,60.2374,11.7827,50.0,50.0,31.3664,40.5912
1.9,60.7594,12.4185,50.0,50.0,32.0122,39.9644
2.0,60.9011,12.2548,50.0,50.0,32.6589,39.3384
2.1,60.3829,12.3265,50.0,50.0,33.3063,38.7132
2.2,60.0295,12.7756,50.0,50.0,33.9544,38.0887
2.3,60.2079,12.6398,50.0,50.0,34.603,37.4648
2.4,59.669,12.3773,50.0,50.0,35.2521,36.8414
2.5,59.9608,12.6983,50.0,50.0,35.9016,36.2184
2.6,60.139,13.6241,50.0,50.0,36.5514,35.5957
2.7,59.8926,13.6757,50.0,50.0,37.2013,34.9731
2.8,59.2943,13.7458,50.0,50.0,37.8513,34.3505
2.9,59.3985,13.7041,50.0,50.0,38.5011,33.7278
3.0,59.7051,13.7687,50.0,50.0,39.1506,33.1048
3.1,59.0545,13.7005,50.0,50.0,39.7996,32.4813
3.2,59.0634,13.7734,50.0,50.0,40.448,31.8571
3.3,59.0551,14.5693,50.0,50.0,41.0954,31.2319
3.4,58.583,14.6741,50.0,50.0,41.7417,30.6056
3.5,58.4775,14.6709,50.0,50.0,42.3867,29.9779
3.6,58.3407,14.6068,50.0,50.0,43.0299,29.3484
3.7,58.0877,13.905,50.0,50.0,43.6712,28.7169
3.8,58.1678,14.5028,50.0,50.0,44.3101,28.083
3.9,58.2671,14.5195,50.0,50.0,44.9462,27.4463
4.0,57.6425,15.0908,50.0,50.0,45.579,26.8064
4.1,57.8144,14.8061,50.0,50.0,46.2081,26.1628
4.2,57.308,14.9233,50.0,50.0,46.8329,25.515
4.3,56.5506,15.199,50.0,50.0,47.4525,24.8623
4.4,57.0069,14.7953,50.0,50.0,48.0663,24.204
4.5,57.021,15.4389,50.0,50.0,48.6733,23.5395
4.6,56.2721,15.2405,50.0,50.0,49.2723,22.8678
4.7,55.5241,15.3018,50.0,50.0,49.862,22.1879
4.8,55.5277,15.1297,50.0,50.0,50.4406,21.4985
4.9,56.3569,14.8186,50.0,50.0,51.006,20.7983
