t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,34.8591,89.6398,50.0,50.0,40.3919,96.4973
0.1,35.1581,88.8484,50.0,50.0,39.9348,95.722
0.2,34.9521,88.1652,50.0,50.0,39.5458,94.9104
0.3,36.605,87.5058,50.0,50.0,39.232,94.0669
0.4,36.5033,86.972,50.0,50.0,38.9997,93.1974
0.5,37.4577,86.3576,50.0,50.0,38.8541,92.3093
0.6,38.3282,85.7846,50.0,50.0,38.7982,91.411
0.7,38.6539,85.4533,50.0,50.0,38.8323,90.5116
0.8,39.1315,85.1996,50.0,50.0,38.9543,89.62
0.9,39.8782,84.7573,50.0,50.0,39.1591,88.7436
1.0,39.6202,83.8943,50.0,50.0,39.4394,87.8883
1.1,41.0145,83.1369,50.0,50.0,39.7868,87.0581
1.2,41.2562,83.0766,50.0,50.0,40.1921,86.2545
1.3,42.2555,82.1933,50.0,50.0,40.6461,85.4774
1.4,42.9468,82.2777,50.0,50.0,41.1406,84.7254
1.5,43.3163,81.3614,50.0,50.0,41.6677,83.9959
1.6,43.0247,81.0521,50.0,50.0,42.2207,83.2859
1.7,44.5038,80.4923,50.0,50.0,42.7939,82.592
1.8,44.8198,79.7621,50.0,50.0,43.3821,81.9108
1.9,46.0087,79.2983,50.0,50.0,43.9812,81.2392
2.0,46.6233,78.2145,50.0,50.0,44.5875,80.5741
2.1,46.7845,78.2002,50.0,50.0,45.1978,79.9126
2.2,47.3563,77.1998,50.0,50.0,45.8095,79.2524
2.3,47.8417,76.958,50.0,50.0,46.4201,78.5912
2.4,48.4162,76.6141,50.0,50.0,47.0276,77.9272
2.5,48.796,75.9034,50.0,50.0,47.6302,77.2587
2.6,49.9466,75.3215,50.0,50.0,48.2261,76.5843
2.7,50.3095,74.7,50.0,50.0,48.8139,75.9027
2.8,50.366,73.7546,50.0,50.0,49.3922,75.2131
2.9,50.9315,73.5228,50.0,50.0,49.9597,74.5145
3.0,51.8961,72.6724,50.0,50.0,50.5151,73.8064
3.1,51.8993,71.5973,50.0,50.0,51.0574,73.0881
3.2,52.0851,71.1872,50.0,50.0,51.5853,72.3592
3.3,53.0247,70.4157,50.0,50.0,52.0979,71.6194
3.4,53.4113,69.8221,50.0,50.0,52.594,70.8685
3.5,53.408,69.2218,50.0,50.0,53.0725,70.1062
3.6,53.9437,68.6132,50.0,50.0,53.5323,69.3326
3.7,54.6123,67.5745,50.0,50.0,53.9724,68.5475
3.8,55.2282,67.0238,50.0,50.0,54.3915,67.7511
3.9,54.8448,65.9623,50.0,50.0,54.7885,66.9433
4.0,55.6589,66.0028,50.0,50.0,55.162,66.1245
4.1,55.6749,64.485,50.0,50.0,55.5108,65.2948
4.2,55.9994,63.9357,50.0,50.0,55.8333,64.4546
4.3,56.6301,63.3958,50.0,50.0,56.1282,63.6043
4.4,56.1269,62.4589,50.0,50.0,56.3937,62.7443
4.5,56.5051,61.5966,50.0,50.0,56.6281,61.8754
4.6,56.5498,61.0313,50.0,50.0,56.8296,60.9982
4.7,57.3707,60.1328,50.0,50.0,56.9961,60.1138
4.8,56.6502,59.2467,50.0,50.0,57.1254,59.2231
4.9,57.359,58.8006,50.0,50.0,57.2152,58.3276
