t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,44.7888,9.4912,50.0,50.0,32.0064,30.5408
0.1,44.5607,10.5414,50.0,50.0,32.5064,29.7925
0.2,44.9261,11.0278,50.0,50.0,33.0265,29.058
0.3,44.9433,11.5853,50.0,50.0,33.5675,28.3388
0.4,45.7969,12.8869,50.0,50.0,34.1307,27.6368
0.5,45.3179,13.1409,50.0,50.0,34.7175,26.9544
0.6,45.6525,13.8942,50.0,50.0,35.3295,26.2945
0.7,46.1763,14.7492,50.0,50.0,35.9685,25.6607
0.8,46.4543,15.1627,50.0,50.0,36.6366,25.0577
0.9,46.3245,16.7374,50.0,50.0,37.3361,24.4913
1.0,46.0526,17.1412,50.0,50.0,38.069,23.9691
1.1,46.0646,17.7928,50.0,50.0,38.8375,23.5005
1.2,46.2088,19.1419,50.0,50.0,39.6426,23.0983
1.3,46.3605,20.1324,50.0,50.0,40.4838,22.7783
1.4,47.0673,20.2231,50.0,50.0,41.3571,22.5607
1.5,46.7585,20.8011,50.0,50.0,42.2524,22.4696
1.6,46.385,22.2407,50.0,50.0,43.1504,22.5303
1.7,47.1461,22.8608,50.0,50.0,44.0199,22.7627
1.8,47.5246,23.5979,50.0,50.0,44.8215,23.1718
1.9,47.1496,24.39,50.0,50.0,45.5191,23.7404
2.0,47.634,24.7816,50.0,50.0,46.0938,24.4331
2.1,47.3126,26.5602,50.0,50.0,46.5484,25.2098
2.2,47.5031,26.6071,50.0,50.0,46.9005,26.0381
2.3,48.0825,27.569,50.0,50.0,47.1727,26.8959
2.4,47.9721,28.2448,50.0,50.0,47.3866,27.7702
2.5,47.9579,29.0258,50.0,50.0,47.5593,28.6534
2.6,47.9682,30.2277,50.0,50.0,47.7042,29.5417
2.7,47.534,30.5401,50.0,50.0,47.8307,30.4328
2.8,48.1288,31.7335,50.0,50.0,47.9453,31.3254
2.9,47.9659,32.5934,50.0,50.0,48.0527,32.219
3.0,48.6699,33.0127,50.0,50.0,48.1557,33.1131
3.1,47.9728,34.04,50.0,50.0,48.2562,34.0075
3.2,48.3142,34.7777,50.0,50.0,48.3552,34.902
3.3,48.7623,35.4213,50.0,50.0,48.4535,35.7966
3.4,48.7933,36.5972,50.0,50.0,48.5514,36.6913
3.5,48.423,36.612,50.0,50.0,48.6491,37.5859
3.6,48.1602,38.3196,50.0,50.0,48.7467,38.4806
3.7,49.7094,38.8316,50.0,50.0,48.8442,39.3753
3.8,49.0228,39.7275,50.0,50.0,48.9417,40.27
3.9,48.867,40.3094,50.0,50.0,49.0391,41.1648
4.0,48.8314,41.2432,50.0,50.0,49.1365,42.0595
4.1,49.3479,42.0812,50.0,50.0,49.2339,42.9542
4.2,48.8699,43.0686,50.0,50.0,49.3313,43.8489
4.3,49.4841,43.4641,50.0,50.0,49.4286,44.7436
4.4,49.4146,43.9061,50.0,50.0,49.5259,45.6383
4.5,49.4403,45.041,50.0,50.0,49.6233,46.5331
4.6,49.9261,45.867,50.0,50.0,49.7205,47.4278
4.7,49.5978,46.6603,50.0,50.0,49.8178,48.3225
4.8,49.7371,47.26,50.0,50.0,49.7206,47.4278
4.9,49.9387,48.0107,50.0,50.0,49.8178,48.3225
