t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,20.4073,20.8111,50.0,50.0,47.791,36.2872
0.1,21.5928,21.0773,50.0,50.0,46.9951,35.867
0.2,21.7757,22.4711,50.0,50.0,46.1921,35.4607
0.3,21.8668,23.2255,50.0,50.0,45.38,35.0728
0.4,22.2681,23.6422,50.0,50.0,44.5579,34.7063
0.5,22.1317,24.9265,50.0,50.0,43.7261,34.3628
0.6,22.7512,25.5804,50.0,50.0,42.8854,34.0414
0.7,23.0679,26.6229,50.0,50.0,42.0379,33.7387
0.8,23.1081,26.6803,50.0,50.0,41.1857,33.4493
0.9,23.874,27.5635,50.0,50.0,40.3314,33.1659
1.0,24.9186,27.5424,50.0,50.0,39.478,32.8801
1.1,25.2559,28.1263,50.0,50.0,38.6266,32.5884
1.2,25.947,29.1206,50.0,50.0,37.776,32.2943
1.3,26.9083,28.2792,50.0,50.0,36.922,32.0104
1.4,27.2675,28.6933,50.0,50.0,36.0582,31.7574
1.5,27.9319,29.1945,50.0,50.0,35.1794,31.5634
1.6,28.5909,30.0541,50.0,50.0,34.2851,31.4621
1.7,29.0484,30.9014,50.0,50.0,33.3855,31.487
1.8,28.7162,31.3132,50.0,50.0,32.505,31.6736
1.9,29.8289,32.7334,50.0,50.0,31.6948,32.0653
2.0,29.5309,32.7928,50.0,50.0,31.0739,32.7169
2.1,29.8236,33.904,50.0,50.0,30.953,33.6087
2.2,30.8972,34.6426,50.0,50.0,31.6131,34.2204
2.3,30.7277,34.1355,50.0,50.0,32.4942,34.4041
2.4,32.4408,34.196,50.0,50.0,33.3786,34.571
2.5,33.1381,34.3374,50.0,50.0,34.2105,34.9144
2.6,33.8839,34.9724,50.0,50.0,34.9016,35.4909
2.7,34.4339,34.7874,50.0,50.0,35.4126,36.2318
2.8,34.8996,36.0085,50.0,50.0,35.6889,37.0883
2.9,35.2058,36.6033,50.0,50.0,35.9403,37.9525
3.0,35.8607,37.7353,50.0,50.0,36.2113,38.8107
3.1,35.9513,38.2237,50.0,50.0,37.0496,39.1382
3.2,36.6689,38.5644,50.0,50.0,36.5536,39.8892
3.3,36.9485,39.3745,50.0,50.0,37.4507,39.9616
3.4,37.0581,39.8157,50.0,50.0,38.2821,40.3061
3.5,38.2711,40.2429,50.0,50.0,39.1683,40.4632
3.6,39.356,40.8419,50.0,50.0,40.0594,40.5894
3.7,39.2195,40.5606,50.0,50.0,40.9148,40.8692
3.8,40.8937,40.6838,50.0,50.0,41.6388,41.4039
3.9,40.5876,40.9915,50.0,50.0,42.2156,42.0948
4.0,41.5103,41.4994,50.0,50.0,42.5057,42.9467
4.1,42.0583,41.7512,50.0,50.0,42.9057,43.7529
4.2,41.8295,43.2358,50.0,50.0,42.1819,44.2878
4.3,42.6038,44.209,50.0,50.0,43.0259,44.6005
4.4,42.286,44.8682,50.0,50.0,43.4986,45.3663
4.5,43.6494,45.2563,50.0,50.0,44.159,45.9778
4.6,43.9028,45.4683,50.0,50.0,44.965,46.3782
4.7,44.2868,46.2722,50.0,50.0,45.8506,46.5385
4.8,46.4062,46.2061,50.0,50.0,46.7456,46.6329
4.9,46.8379,46.4858,50.0,50.0,47.6111,46.8799
