t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,12.1463,35.5416,50.0,50.0,78.5113,10.7136
0.1,12.9913,35.6469,50.0,50.0,77.6723,11.0395
0.2,13.0921,36.0157,50.0,50.0,76.836,11.3719
0.3,14.5215,35.8049,50.0,50.0,76.0023,11.7111
0.4,14.7554,36.8682,50.0,50.0,75.1715,12.0571
0.5,16.2838,36.6494,50.0,50.0,74.3437,12.4103
0.6,16.152,36.8919,50.0,50.0,73.5191,12.7708
0.7,17.0426,37.2178,50.0,50.0,72.6978,13.139
0.8,18.2858,37.063,50.0,50.0,71.8801,13.5149
0.9,18.1733,38.5079,50.0,50.0,71.0661,13.8989
1.0,19.2921,38.5662,50.0,50.0,70.2561,14.2913
1.1,19.7268,38.7552,50.0,50.0,69.4504,14.6922
1.2,20.6029,38.4884,50.0,50.0,68.649,15.1019
1.3,21.3547,39.2354,50.0,50.0,67.8525,15.5208
1.4,22.2078,39.0602,50.0,50.0,67.0609,15.9491
1.5,23.4687,40.118,50.0,50.0,66.2747,16.3872
1.6,24.1417,40.014,50.0,50.0,65.4942,16.8353
1.7,24.9931,40.7243,50.0,50.0,64.7198,17.2939
1.8,25.4309,40.219,50.0,50.0,63.9518,17.7632
1.9,26.8045,41.2253,50.0,50.0,63.1908,18.2436
2.0,26.6334,41.3334,50.0,50.0,62.4371,18.7355
2.1,27.866,41.3568,50.0,50.0,61.6913,19.2392
2.2,28.1441,41.2436,50.0,50.0,60.954,19.7553
2.3,29.0716,41.934,50.0,50.0,60.2257,20.2841
2.4,30.4743,41.8248,50.0,50.0,59.5072,20.8261
2.5,31.0334,42.5972,50.0,50.0,58.7991,21.3817
2.6,31.7188,43.429,50.0,50.0,58.1024,21.9513
2.7,32.0869,43.1525,50.0,50.0,57.4177,22.5355
2.8,32.4615,43.1992,50.0,50.0,56.7462,23.1347
2.9,34.1805,44.2965,50.0,50.0,56.0889,23.7494
3.0,34.5081,43.9624,50.0,50.0,55.4468,24.3802
3.1,35.3422,44.3561,50.0,50.0,54.8214,25.0274
3.2,36.6257,44.2529,50.0,50.0,54.214,25.6915
3.3,36.1904,44.6215,50.0,50.0,53.6261,26.373
3.4,37.0285,45.1681,50.0,50.0,53.0595,27.0722
3.5,38.2047,44.9751,50.0,50.0,52.5159,27.7895
3.6,38.9239,45.6239,50.0,50.0,51.9974,28.5251
3.7,39.7517,45.8088,50.0,50.0,51.5062,29.2792
3.8,40.3056,46.2038,50.0,50.0,51.0446,30.0519
3.9,41.5704,46.2386,50.0,50.0,50.6153,30.8429
4.0,41.7429,46.8877,50.0,50.0,50.221,31.6519
4.1,42.6418,47.5041,50.0,50.0,49.8646,32.4783
4.2,43.3186,47.5502,50.0,50.0,49.5492,33.3212
4.3,44.1654,47.4792,50.0,50.0,49.2779,34.1794
4.4,44.8093,48.0157,50.0,50.0,49.054,35.0511
4.5,45.4077,49.0923,50.0,50.0,48.8806,35.9342
4.6,46.4604,48.9161,50.0,50.0,48.7608,36.8262
4.7,47.6391,49.4928,50.0,50.0,48.6971,37.724
4.8,47.3444,48.9883,50.0,50.0,48.6921,38.6239
4.9,48.2109,49.3224,50.0,50.0,48.7474,39.5222
