t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,44.7405,93.1736,50.0,50.0,3.9794,24.6476
0.1,45.3416,92.79,50.0,50.0,4.4539,25.4123
0.2,45.4994,91.1879,50.0,50.0,4.9355,26.1726
0.3,46.1919,90.8668,50.0,50.0,5.4243,26.9283
0.4,46.6191,89.8861,50.0,50.0,5.9205,27.6792
0.5,46.4614,89.2518,50.0,50.0,6.4242,28.425
0.6,47.3778,88.8451,50.0,50.0,6.9356,29.1657
0.7,47.7762,88.4978,50.0,50.0,7.4547,29.9009
0.8,48.4908,87.8684,50.0,50.0,7.9817,30.6304
0.9,48.4863,86.9954,50.0,50.0,8.5167,31.3542
1.0,49.1159,86.401,50.0,50.0,9.0597,32.0719
1.1,50.2055,86.2108,50.0,50.0,9.6108,32.7834
1.2,50.3835,84.7446,50.0,50.0,10.1702,33.4884
1.3,50.5908,84.3636,50.0,50.0,10.7378,34.1869
1.4,51.4928,83.8163,50.0,50.0,11.3139,34.8784
1.5,51.8445,83.2299,50.0,50.0,11.8983,35.5628
1.6,51.5978,82.3857,50.0,50.0,12.4912,36.2399
1.7,52.8373,81.9115,50.0,50.0,13.0927,36.9094
1.8,53.1547,81.5059,50.0,50.0,13.7028,37.571
1.9,53.655,80.6544,50.0,50.0,14.3216,38.2246
2.0,54.1196,79.8702,50.0,50.0,14.9491,38.8697
2.1,54.615,79.2253,50.0,50.0,15.5854,39.5062
2.2,54.9071,78.4884,50.0,50.0,16.2305,40.1337
2.3,54.691,77.6812,50.0,50.0,16.8846,40.752
2.4,55.721,77.0718,50.0,50.0,17.5475,41.3607
2.5,55.49,76.6887,50.0,50.0,18.2195,41.9594
2.6,56.3757,76.1475,50.0,50.0,18.9005,42.5478
2.7,56.4168,74.7744,50.0,50.0,19.5905,43.1256
2.8,56.5202,74.2272,50.0,50.0,20.2897,43.6923
2.9,56.6473,72.8458,50.0,50.0,20.9979,44.2476
3.0,57.3274,73.179,50.0,50.0,21.7154,44.7911
3.1,57.7675,72.1146,50.0,50.0,22.442,45.3222
3.2,57.526,71.6999,50.0,50.0,23.1777,45.8405
3.3,58.6113,69.9875,50.0,50.0,23.9227,46.3455
3.4,58.6795,69.697,50.0,50.0,24.6768,46.8368
3.5,58.157,68.9723,50.0,50.0,25.44,47.3137
3.6,59.0562,67.5868,50.0,50.0,26.2124,47.7756
3.7,58.7025,68.1686,50.0,50.0,26.9939,48.222
3.8,59.3626,66.575,50.0,50.0,27.7844,48.6522
3.9,59.155,65.8424,50.0,50.0,28.5839,49.0655
4.0,59.0763,65.3083,50.0,50.0,29.3923,49.4612
4.1,59.3207,63.9918,50.0,50.0,30.2094,49.8385
4.2,59.6317,63.4628,50.0,50.0,31.0351,50.1966
4.3,59.2841,62.8302,50.0,50.0,31.8692,50.5345
4.4,59.9607,62.2756,50.0,50.0,32.7116,50.8513
4.5,59.6407,61.0039,50.0,50.0,33.562,51.1459
4.6,60.301,60.1413,50.0,50.0,34.4201,51.4174
4.7,59.7886,59.6393,50.0,50.0,35.2856,51.6644
4.8,59.5324,59.1106,50.0,50.0,36.1579,51.8857
4.9,59.8229,57.5696,50.0,50.0,37.0368,52.0798
