t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,85.1643,71.9938,50.0,50.0,88.9874,52.678
0.1,83.9172,71.4487,50.0,50.0,88.7367,53.5424
0.2,84.0974,70.9892,50.0,50.0,88.4539,54.3968
0.3,83.575,70.6022,50.0,50.0,88.1371,55.2392
0.4,82.7653,69.1356,50.0,50.0,87.7837,56.0669
0.5,81.8259,68.7745,50.0,50.0,87.3903,56.8764
0.6,81.5742,68.2142,50.0,50.0,86.9529,57.663
0.7,82.2142,67.8138,50.0,50.0,86.4666,58.4203
0.8,81.2216,66.8921,50.0,50.0,85.9257,59.1396
0.9,80.7714,65.9344,50.0,50.0,85.3241,59.8089
1.0,80.0874,65.2854,50.0,50.0,84.656,60.412
1.1,79.9929,65.3487,50.0,50.0,83.9177,60.9267
1.2,79.7931,63.9424,50.0,50.0,83.1105,61.3248
1.3,79.5534,63.4988,50.0,50.0,82.2458,61.5744
1.4,79.3295,62.2137,50.0,50.0,81.3488,61.6471
1.5,78.5877,62.3517,50.0,50.0,80.4564,61.5302
1.6,77.8284,61.1883,50.0,50.0,79.6059,61.2359
1.7,78.1762,60.107,50.0,50.0,78.8203,60.7968
1.8,76.946,59.227,50.0,50.0,78.1037,60.2523
1.9,76.7439,59.15,50.0,50.0,77.447,59.6369
2.0,76.2528,58.0992,50.0,50.0,76.8354,58.9766
2.1,75.825,57.847,50.0,50.0,76.2542,58.2894
2.2,75.3001,57.262,50.0,50.0,75.6906,57.5877
2.3,74.8835,56.352,50.0,50.0,75.1348,56.8798
2.4,74.2525,55.442,50.0,50.0,74.5794,56.1717
2.5,73.9652,55.5014,50.0,50.0,74.0189,55.4675
2.6,73.3227,54.6983,50.0,50.0,73.4499,54.7702
2.7,72.806,54.0484,50.0,50.0,72.8696,54.0822
2.8,71.9027,53.7665,50.0,50.0,72.2765,53.4053
2.9,71.1418,52.5743,50.0,50.0,71.6694,52.7409
3.0,71.5723,52.5596,50.0,50.0,71.0477,52.0902
3.1,70.6321,52.3982,50.0,50.0,70.4107,51.4543
3.2,69.8292,51.2774,50.0,50.0,69.7583,50.8344
3.3,69.3943,50.4421,50.0,50.0,69.0901,50.2315
3.4,69.0382,50.3943,50.0,50.0,68.406,49.6467
3.5,68.2563,49.2781,50.0,50.0,67.7058,49.0812
3.6,68.1444,48.9201,50.0,50.0,66.9896,48.5362
3.7,66.7198,48.4601,50.0,50.0,66.2572,48.0132
3.8,66.5102,48.1518,50.0,50.0,65.5087,47.5134
3.9,66.4031,47.8836,50.0,50.0,64.7441,47.0387
4.0,64.8671,47.2181,50.0,50.0,63.9636,46.5906
4.1,63.4316,47.0938,50.0,50.0,63.1673,46.171
4.2,63.4885,46.2168,50.0,50.0,62.3557,45.782
4.3,62.1959,46.4441,50.0,50.0,61.5292,45.4259
4.4,62.3084,45.8679,50.0,50.0,60.6883,45.1052
4.5,61.7039,45.5944,50.0,50.0,61.5427,45.3878
4.6,61.0808,45.2752,50.0,50.0,60.6896,45.1013
4.7,60.4377,45.1719,50.0,50.0,59.8312,44.8306
4.8,58.7889,45.137,50.0,50.0,58.9643,44.5889
4.9,58.5352,44.1155,50.0,50.0,58.0878,44.3847
