t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,47.4335,89.3436,50.0,50.0,96.0311,4.1094
0.1,47.4237,88.1655,50.0,50.0,95.5812,4.8889
0.2,47.6026,87.7304,50.0,50.0,95.1311,5.6683
0.3,48.2071,87.2808,50.0,50.0,94.6811,6.4477
0.4,48.1679,86.5407,50.0,50.0,94.2313,7.2272
0.5,48.9092,85.8949,50.0,50.0,93.7818,8.007
0.6,49.455,84.5056,50.0,50.0,93.3327,8.7869
0.7,49.9004,84.4536,50.0,50.0,92.884,9.5671
0.8,50.5506,83.9029,50.0,50.0,92.4358,10.3475
0.9,50.8082,82.7152,50.0,50.0,91.9881,11.1283
1.0,51.3239,82.5144,50.0,50.0,91.5408,11.9093
1.1,51.5135,81.9405,50.0,50.0,91.094,12.6905
1.2,52.2669,81.257,50.0,50.0,90.6475,13.472
1.3,52.6097,80.2871,50.0,50.0,90.2014,14.2536
1.4,53.2345,79.4817,50.0,50.0,89.7554,15.0353
1.5,53.324,79.6283,50.0,50.0,89.3096,15.8172
1.6,54.2179,78.0259,50.0,50.0,88.8639,16.599
1.7,53.7216,77.4255,50.0,50.0,88.418,17.3808
1.8,54.9143,76.7887,50.0,50.0,87.9719,18.1625
1.9,54.7417,75.614,50.0,50.0,87.5254,18.9439
2.0,54.8148,75.3459,50.0,50.0,87.0784,19.7251
2.1,55.411,75.3138,50.0,50.0,86.6306,20.5057
2.2,55.6517,74.0882,50.0,50.0,86.1819,21.2859
2.3,55.9116,72.9915,50.0,50.0,85.7319,22.0654
2.4,56.7177,72.3876,50.0,50.0,85.2806,22.844
2.5,56.7248,72.217,50.0,50.0,84.8275,23.6216
2.6,57.2092,71.5153,50.0,50.0,84.3724,24.3981
2.7,57.502,70.5087,50.0,50.0,83.915,25.1732
2.8,58.0611,69.4395,50.0,50.0,83.4549,25.9467
2.9,57.7314,68.6564,50.0,50.0,82.9917,26.7183
3.0,57.8139,68.2505,50.0,50.0,82.5249,27.4878
3.1,58.1527,67.6679,50.0,50.0,82.0541,28.2549
3.2,58.9726,66.6059,50.0,50.0,81.5788,29.0191
3.3,59.0389,65.5388,50.0,50.0,81.0984,29.7802
3.4,58.873,64.8034,50.0,50.0,80.6122,30.5376
3.5,59.3981,64.649,50.0,50.0,80.1195,31.2908
3.6,58.8428,63.4724,50.0,50.0,79.6197,32.0392
3.7,58.8775,62.5593,50.0,50.0,79.1118,32.7822
3.8,59.6509,61.1334,50.0,50.0,78.595,33.519
3.9,59.015,60.8655,50.0,50.0,78.0681,34.2487
4.0,59.5226,59.8426,50.0,50.0,77.5303,34.9703
4.1,59.2057,59.4069,50.0,50.0,76.9802,35.6826
4.2,58.872,57.9059,50.0,50.0,76.4166,36.3843
4.3,59.6353,57.4633,50.0,50.0,75.8382,37.0738
4.4,59.6749,56.5596,50.0,50.0,75.2436,37.7494
4.5,58.7565,56.2808,50.0,50.0,74.6312,38.4089
4.6,59.0857,55.3913,50.0,50.0,73.9996,39.0501
4.7,58.7854,54.3372,50.0,50.0,73.3474,39.6703
4.8,58.5668,53.4518,50.0,50.0,72.6733,40.2666
4.9,58.495,53.0918,50.0,50.0,71.976,40.8356
