t,ev_x,ev_y,goal_x,goal_y,pursuer_x,pursuer_y
0.0,93.8356,47.0022,50.0,50.0,95.0188,37.7986
0.1,91.9092,47.116,50.0,50.0,94.7041,38.6418
0.2,91.4592,47.1121,50.0,50.0,94.319,39.4552
0.3,90.2158,46.7317,50.0,50.0,93.8591,40.2288
0.4,90.0614,46.581,50.0,50.0,93.3206,40.9499
0.5,89.2863,46.1043,50.0,50.0,92.7018,41.6035
0.6,88.5723,46.0376,50.0,50.0,92.0098,42.1789
0.7,87.5611,45.163,50.0,50.0,91.264,42.6827
0.8,87.3181,45.3431,50.0,50.0,90.4873,43.1374
0.9,86.759,45.6778,50.0,50.0,89.7002,43.5737
1.0,85.5729,45.7009,50.0,50.0,88.9172,44.0176
1.1,84.6504,46.2979,50.0,50.0,88.1424,44.4755
1.2,84.1483,46.8344,50.0,50.0,87.3686,44.9351
1.3,83.4256,47.4852,50.0,50.0,86.5812,45.371
1.4,82.9567,48.0327,50.0,50.0,85.7674,45.7553
1.5,82.4071,47.4476,50.0,50.0,84.9211,46.0615
1.6,81.25,47.0697,50.0,50.0,84.0448,46.2668
1.7,80.2174,46.8416,50.0,50.0,83.1503,46.366
1.8,80.2152,46.7657,50.0,50.0,82.2504,46.3789
1.9,78.806,46.8751,50.0,50.0,81.3508,46.3517
2.0,78.1693,46.7774,50.0,50.0,80.4509,46.3371
2.1,77.6952,46.2818,50.0,50.0,79.5519,46.3795
2.2,76.3931,46.0569,50.0,50.0,78.6623,46.5155
2.3,76.1119,47.2348,50.0,50.0,77.794,46.7524
2.4,75.0711,47.3655,50.0,50.0,76.9502,47.0655
2.5,74.9035,47.8716,50.0,50.0,76.1161,47.4035
2.6,73.5162,48.8681,50.0,50.0,75.2687,47.7066
2.7,73.6156,47.9822,50.0,50.0,74.3956,47.925
2.8,72.2646,48.4965,50.0,50.0,73.5001,48.0153
2.9,71.6285,48.159,50.0,50.0,72.6017,47.9619
3.0,71.0307,47.8945,50.0,50.0,71.7171,47.7958
3.1,70.0387,47.7286,50.0,50.0,70.841,47.5898
3.2,69.7034,48.0469,50.0,50.0,69.9545,47.4344
3.3,68.6005,46.705,50.0,50.0,69.0553,47.3971
3.4,68.334,46.8792,50.0,50.0,68.1649,47.5282
3.5,66.845,47.5832,50.0,50.0,67.3206,47.8399
3.6,66.585,47.8673,50.0,50.0,66.5336,48.2764
3.7,65.6005,48.4961,50.0,50.0,65.762,48.7399
3.8,65.6847,49.3434,50.0,50.0,64.9457,49.1188
3.9,64.6587,49.6773,50.0,50.0,64.0705,49.3287
4.0,63.7669,49.3373,50.0,50.0,63.1706,49.3146
4.1,62.5847,49.39,50.0,50.0,62.3058,49.0653
4.2,61.7966,48.6874,50.0,50.0,61.4904,48.6845
4.3,61.8302,48.6912,50.0,50.0,60.6658,48.324
4.4,60.4645,48.3424,50.0,50.0,59.7843,48.1424
4.5,60.0415,47.4009,50.0,50.0,58.8873,48.2158
4.6,58.861,48.5501,50.0,50.0,58.0467,48.5373
4.7,58.2423,48.0578,50.0,50.0,57.3291,49.0806
4.8,57.3444,49.1374,50.0,50.0,56.6478,49.6687
4.9,57.2907,49.4255,50.0,50.0,55.8836,50.144
